2.59 2.95
200 0.0295670538543 0.0
205 0.0285110876452 0.0
210 0.0274551214361 0.0
215 0.025343189018 0.0
220 0.0242872228089 0.0
225 0.0242872228089 0.0
230 0.0232312565998 0.0
235 0.0221752903907 0.0
240 0.0200633579725 0.0
245 0.0158394931362 0.0
250 0.0147835269271 0.0
255 0.0137275607181 0.0
260 0.00950369588173 0.030303030303
265 0.00633579725449 0.030303030303
270 0.00527983104541 0.0606060606061
275 0.00422386483633 0.121212121212
280 0.00422386483633 0.121212121212
285 0.00211193241816 0.121212121212
290 0.00211193241816 0.151515151515
295 0.00105596620908 0.212121212121
300 0.0 0.30303030303
305 0.0 0.393939393939
310 0.0 0.393939393939
315 0.0 0.393939393939
320 0.0 0.424242424242
325 0.0 0.424242424242
330 0.0 0.424242424242
335 0.0 0.424242424242
340 0.0 0.424242424242
345 0.0 0.424242424242
350 0.0 0.454545454545
355 0.0 0.454545454545
360 0.0 0.454545454545
365 0.0 0.515151515152
370 0.0 0.515151515152
375 0.0 0.515151515152
380 0.0 0.515151515152
385 0.0 0.515151515152
390 0.0 0.515151515152
395 0.0 0.636363636364
